PRICE,BEDS,BATH,PROPERTYSQFT,LATITUDE,LONGITUDE,LOG-PRICE,LOG-PROPERTYSQFT,SUBLOCALITY,TYPE,BOROUGH,TYPE-GROUP,RESIDUALS,Y-HAT
430000,2,2.0,2184.207862,40.7438639,-73.8745722,12.971540487669746,7.689008507244377,Queens,Co-op for sale,QUEENS,CONDO_COOP,-0.3396684371606504,13.311208924830396
895000,3,1.0,2184.207862,40.7382981,-74.0058899,13.704578997256991,7.689008507244377,New York,Co-op for sale,MANHATTAN,CONDO_COOP,-0.46383836010728174,14.168417357364273
549000,2,2.0,1000.0,40.5406209,-74.1671632,13.215853720491667,6.907755278982137,Staten Island,Condo for sale,STATEN_ISLAND,CONDO_COOP,0.3819910383465608,12.833862682145107
975000,3,2.0,1734.0,40.7607676,-73.9056672,13.790192749979983,7.458186157340487,Queens County,Townhouse for sale,QUEENS,HOUSE,0.17715612087285493,13.613036629107128
199000,3,1.0,325.0,40.6181029,-74.0369047,12.201060103706627,5.783825182329737,Brooklyn,Co-op for sale,BROOKLYN,CONDO_COOP,-0.21124711103311355,12.41230721473974
350000,1,1.0,700.0,40.9073699,-73.9065578,12.765688433465597,6.551080335043404,The Bronx,Co-op for sale,BRONX,CONDO_COOP,0.4544329499498687,12.311255483515728
599000,2,2.0,974.0,40.7324713,-73.8670804,13.303016877097589,6.881411303642535,Queens,Condo for sale,QUEENS,CONDO_COOP,0.4539658823097028,12.849050994787886
639999,3,2.0,1260.0,40.6207403,-74.1114362,13.369221892834634,7.138866999945524,Richmond County,House for sale,STATEN_ISLAND,HOUSE,-0.03081623161303426,13.400038124447669
1300000,2,2.0,1244.0,40.7202429,-73.8430513,14.077874822431763,7.126087273299125,Queens,Condo for sale,QUEENS,CONDO_COOP,1.0888048439682194,12.989069978463544
1100000,6,3.0,2837.0,40.8343936,-73.8221101,13.9108207377686,7.950502434808851,Bronx County,Multi-family home for sale,BRONX,MULTI_FAMILY,0.26934701115894555,13.641473726609654
349900,1,1.0,651.0,40.5902064,-74.0958034,12.76540267835578,6.478509642208569,Staten Island,Condo for sale,STATEN_ISLAND,CONDO_COOP,0.3232803740800314,12.442122304275749
750000,2,2.0,1330.0,40.5039785,-74.2396555,13.527828485512494,7.1929342212158,Richmond County,House for sale,STATEN_ISLAND,HOUSE,0.09684969540380273,13.430978790108691
1690000,6,4.0,2200.0,40.710749,-73.809486,14.340239086899256,7.696212639346407,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,0.4955266317471878,13.844712455152068
325000,1,1.0,2184.207862,40.7505078,-73.8851355,12.691580461311874,7.689008507244377,Queens,Co-op for sale,QUEENS,CONDO_COOP,-0.47352944508712547,13.165109906399
2250000,12,2.3738608579684373,5670.0,40.602654,-73.9869399,14.626440774180605,8.642944396721798,New York,Multi-family home for sale,MANHATTAN,MULTI_FAMILY,-0.5257812748434034,15.152222049024008
230000,1,1.0,2184.207862,40.7557689,-73.8734231,12.345834587905332,7.689008507244377,Queens County,Co-op for sale,QUEENS,CONDO_COOP,-0.8192753184936681,13.165109906399
1299888,10,6.0,3156.0,40.6155667,-74.0869554,14.077788664874156,8.057060681965766,Staten Island,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,-0.23535778718650668,14.313146452060662
925000,5,2.0,2750.0,40.8242389,-73.8173809,13.737549016494562,7.919356190660617,Bronx County,Multi-family home for sale,BRONX,MULTI_FAMILY,0.25999814879018146,13.47755086770438
329000,1,2.0,794.0,40.6210398,-74.1504313,12.70381302974751,6.677083461247136,Richmond County,Condo for sale,STATEN_ISLAND,CONDO_COOP,0.001955274474473967,12.701857755273036
1300000,10,8.0,5040.0,40.6274381,-74.1581613,14.077874822431763,8.525161361065415,Staten Island,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,-0.7953463257214892,14.873221148153252
848000,5,4.0,2080.0,40.6615475,-73.898309,13.65063591477404,7.640123172695364,Kings County,Multi-family home for sale,BROOKLYN,MULTI_FAMILY,-0.4994416905315813,14.150077605305622
279000,1,1.0,750.0,40.6179165,-73.9546305,12.538967060803502,6.620073206530356,Brooklyn,Co-op for sale,BROOKLYN,CONDO_COOP,-0.351893886097546,12.890860946901048
528000,1,1.0,602.0,40.6275896,-74.0016198,13.176851562688398,6.400257445308821,Brooklyn,Condo for sale,BROOKLYN,CONDO_COOP,0.41178302411142376,12.765068538576974
1299888,11,4.0,3156.0,40.6155667,-74.0869554,14.077788664874156,8.057060681965766,Staten Island,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,0.05684024967628787,14.020948415197868
275000,1,1.0,2184.207862,40.7528774,-73.8211834,12.524526376648708,7.689008507244377,Queens,Co-op for sale,QUEENS,CONDO_COOP,-0.6405835297502911,13.165109906399
1165000,1,1.0,815.0,40.711969,-73.9649468,13.968231644981936,6.703188113240863,Brooklyn,Condo for sale,BROOKLYN,CONDO_COOP,1.0298071192699556,12.93842452571198
1199000,6,5.0,3290.0,40.5159256,-74.2361135,13.996998434009653,8.098642843759418,Richmond County,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,-0.19384492874806547,14.190843362757718
700000,6,2.0,3053.0,40.852813,-73.9176871,13.458835614025542,8.023879992734878,Bronx County,Multi-family home for sale,BRONX,MULTI_FAMILY,-0.07853034936189474,13.537365963387437
2150000,8,4.0,3200.0,40.614446,-73.9795824,14.580978400103843,8.070906088787819,Kings County,Multi-family home for sale,BROOKLYN,MULTI_FAMILY,0.18437970741575604,14.396598692688087
1280000,7,5.0,2460.0,40.688312,-73.856322,14.0623706358958,7.807916628926408,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,0.007635111595542199,14.054735524300257
199900,1,1.0,2184.207862,40.8260352,-73.9256625,12.205572520488492,7.689008507244377,The Bronx,Co-op for sale,BRONX,CONDO_COOP,-0.7568770561419242,12.962449576630416
369000,2,1.0,2184.207862,40.753455,-73.8209077,12.818551923022664,7.689008507244377,Queens,Co-op for sale,QUEENS,CONDO_COOP,-0.3465579833763357,13.165109906399
699000,4,3.0,1591.0,40.6847504,-73.8027331,13.457406021215949,7.372118028337787,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,-0.055740088607535654,13.513146109823484
4250000,3,2.0,2400.0,40.725464,-73.9999212,15.2624295409006,7.783224016336037,New York,Co-op for sale,MANHATTAN,CONDO_COOP,0.8939971232148558,14.368432417685744
825000,2,2.0,2184.207862,40.768457,-73.789417,13.623138665316818,7.689008507244377,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,0.07474690466575318,13.548391760651064
329000,2,1.0,837.0,40.6315346,-74.0856344,12.70381302974751,6.729824070489475,Staten Island,Condo for sale,STATEN_ISLAND,CONDO_COOP,0.11787279811129991,12.58594023163621
889000,2,2.0,1520.0,40.6233188,-74.1259917,13.69785251449604,7.326465613840322,Richmond County,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,0.3871945996789403,13.3106579148171
769000,2,2.0,2184.207862,40.6868333,-73.8309133,13.55284624848778,7.689008507244377,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,0.00445448783671587,13.548391760651064
1200000,4,2.0,2536.0,40.6042861,-74.0012526,13.997832114758229,7.8383433155571165,Kings County,Multi-family home for sale,BROOKLYN,MULTI_FAMILY,0.026518509509493526,13.971313605248735
220500,2,1.0,900.0,40.6481488,-74.0847983,12.303652973869038,6.802394763324311,Staten Island,Co-op for sale,STATEN_ISLAND,CONDO_COOP,-0.32381677400709385,12.627469747876132
1999000,3,3.0,2739.0,40.6281691,-74.0297598,14.508157613482537,7.915348169263078,Kings County,Multi-family home for sale,BROOKLYN,MULTI_FAMILY,0.34667796773589643,14.16147964574664
3250000,2,2.0,1300.0,40.7199716,-73.9980266,14.99416555430592,7.170119543449628,Manhattan,Co-op for sale,MANHATTAN,CONDO_COOP,0.9765900895977921,14.017575464708127
1650000,2,2.0,1267.0,40.6866098,-73.9997131,14.316285845876765,7.144407180321139,Brooklyn,Condo for sale,BROOKLYN,CONDO_COOP,0.9792689921631386,13.337016853713626
1049000,4,4.0,2554.0,40.5016233,-74.2417531,13.863347887378437,7.845416036592485,Richmond County,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,-0.03648414607113715,13.899832033449574
998800,3,4.0,2400.0,40.6175,-74.103996,13.814309837387755,7.783224016336037,Richmond County,House for sale,STATEN_ISLAND,HOUSE,-0.2466679485534744,14.06097778594123
998800,3,4.0,2400.0,40.618648,-74.1019085,13.814309837387755,7.783224016336037,New York,House for sale,MANHATTAN,HOUSE,-1.28023939228739,15.094549229675145
3150000,3,2.0,1952.0,40.6754035,-73.9742051,14.962913010801817,7.576609766973037,Brooklyn,For sale,BROOKLYN,OTHER,1.331172634858227,13.63174037594359
849000,1,1.0,2184.207862,40.7802357,-73.9846328,13.651814465293484,7.689008507244377,New York,Co-op for sale,MANHATTAN,CONDO_COOP,-0.5166028920707895,14.168417357364273
559500,1,1.0,800.0,40.5751942,-73.9669983,13.234798806734116,6.684611727667927,Brooklyn,Co-op for sale,BROOKLYN,CONDO_COOP,0.30700485758402785,12.927793949150088
750000,1,1.0,835.0,40.7643711,-73.9593578,13.527828485512494,6.727431724850855,New York,Co-op for sale,MANHATTAN,CONDO_COOP,-0.09031413916830289,13.618142624680797
1900000,2,2.0,1029.0,40.7193408,-73.9856438,14.457364444136669,6.9363427358340495,New York,Condo for sale,MANHATTAN,CONDO_COOP,0.5735707768613487,13.88379366727532
1250000,2,2.0,1201.0,40.6400234,-73.9676099,14.038654109278484,7.090909822079984,Brooklyn,Condo for sale,BROOKLYN,CONDO_COOP,0.7322518097475683,13.306402299530916
1395000,2,2.0,1182.0,40.6787789,-73.9643728,14.148404973237604,7.074963197966044,Brooklyn,Condo for sale,BROOKLYN,CONDO_COOP,0.8511283353097703,13.297276637927833
198000,1,1.0,2184.207862,40.700309,-73.8535466,12.196022309676671,7.689008507244377,Queens,Co-op for sale,QUEENS,CONDO_COOP,-0.9690875967223285,13.165109906399
619888,3,2.0,1400.0,40.5632116,-74.1002521,13.33729409554168,7.24422751560335,Richmond County,Contingent,STATEN_ISLAND,OTHER,0.26349082034851534,13.073803275193164
1489000,6,2.3738608579684373,3780.0,40.5395319,-74.1450877,14.213615311666146,8.237479288613633,Richmond County,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,0.3269973511548976,13.886617960511249
65000000,3,2.3738608579684373,15200.0,40.7765613,-73.9633167,17.98989782785991,9.629050706834368,New York County,Townhouse for sale,MANHATTAN,HOUSE,2.076627767805446,15.913270060054463
1595000,3,3.0,1413.0,40.6915139,-73.935444,14.282384294201082,7.253470382684528,Kings County,Condo for sale,BROOKLYN,CONDO_COOP,0.7368555959302743,13.545528698270807
655000,3,2.0,803.0,40.6967268,-73.9074036,13.39239051461739,6.688354713946762,Kings County,Condo for sale,BROOKLYN,CONDO_COOP,0.3163555747964164,13.076034939820973
1175000,2,2.0,1115.0,40.6915139,-73.935444,13.976778705560395,7.016609683894219,Brooklyn,Condo for sale,BROOKLYN,CONDO_COOP,0.7128956197076093,13.263883085852786
2880000,9,2.3738608579684373,2350.0,40.7832094,-73.7967588,14.873300852112129,7.762170607138205,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,1.2284204305143849,13.644880421597744
798000,3,4.0,2150.0,40.5874844,-74.0701056,13.589863876431943,7.673223121121708,Richmond County,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,-0.21142853723311994,13.801292413665063
1685000,3,2.3738608579684373,2184.207862,40.7083434,-73.9081614,14.3372761217686,7.689008507244377,Queens County,Land for sale,QUEENS,OTHER,0.9240564825245716,13.413219639244028
31000000,3,4.0,4492.0,40.764953,-73.977568,17.24949776244942,8.410053315858335,New York,Condo for sale,MANHATTAN,CONDO_COOP,2.2301561456219616,15.019341616827457
2550000,3,2.3738608579684373,2184.207862,40.5785288,-73.9655666,14.75160391713461,7.689008507244377,Kings County,Land for sale,BROOKLYN,OTHER,1.0009212060391537,13.750682711095456
119000,3,2.3738608579684373,2184.207862,40.8841699,-73.8388387,11.686878772093667,7.689008507244377,Bronx County,Land for sale,BRONX,OTHER,-1.523680537381777,13.210559309475444
269000,5,2.0,2184.207862,40.6534433,-73.741373,12.502466658583977,7.689008507244377,Queens County,Foreclosure,QUEENS,OTHER,-0.8561322762809418,13.358598934864919
1650000,2,2.0,1065.0,40.7833546,-73.9499982,14.316285845876765,6.970730078143525,New York,Condo for sale,MANHATTAN,CONDO_COOP,0.41281357784536077,13.903472268031404
1650000,2,2.0,1065.0,40.7833546,-73.9499982,14.316285845876765,6.970730078143525,New York,Condo for sale,MANHATTAN,CONDO_COOP,0.41281357784536077,13.903472268031404
12950000,5,4.0,3344.0,40.7363219,-74.0018035,16.37660634610982,8.114922974204593,New York County,Townhouse for sale,MANHATTAN,HOUSE,1.0922381038352142,15.284368242274606
5750000,3,2.0,2223.0,40.736608,-73.9822819,15.564710412773533,7.706612913964197,New York,Condo for sale,MANHATTAN,CONDO_COOP,1.2401196878679688,14.324590724905564
250000,5,2.0,2184.207862,40.66911,-73.789339,12.429216196844385,7.689008507244377,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,-1.1191755638066798,13.548391760651064
950000,6,2.3738608579684373,3384.0,40.6499031,-73.7354706,13.764217263576723,8.126813720726114,Queens,Pending,QUEENS,OTHER,0.10045793657482172,13.663759327001902
585000,3,2.0,1100.0,40.5784263,-74.105437,13.279367126213993,7.003065458786462,Richmond County,House for sale,STATEN_ISLAND,HOUSE,-0.04295681240101068,13.322323938615003
8750000,6,6.0,2184.207862,40.6282935,-74.0379695,15.984564258333798,7.689008507244377,Kings County,House for sale,BROOKLYN,HOUSE,1.317577412799782,14.666986845534016
595000,3,1.0,1316.0,40.6239146,-73.9291226,13.296316684527769,7.182352111885263,Kings County,House for sale,BROOKLYN,HOUSE,-0.3502344030351079,13.646551087562877
215000,1,1.0,625.0,40.7267732,-74.002538,12.2783933071098,6.437751649736401,New York,Condo for sale,MANHATTAN,CONDO_COOP,-1.173976153309944,13.452369460419744
950000,1,1.0,621.0,40.7986579,-73.9679035,13.764217263576723,6.431331081933479,New York County,For sale,MANHATTAN,OTHER,0.26813204597061,13.496085217606113
314000,3,1.0,1572.0,40.6362368,-73.939679,12.65714826489039,7.360103972989152,Kings County,House for sale,BROOKLYN,HOUSE,-1.0911236208904551,13.748271885780845
395000,5,1.0,1000.0,40.7700395,-73.9638872,12.88664104388326,6.907755278982137,New York County,Condo for sale,MANHATTAN,CONDO_COOP,-0.8346940635643652,13.721335107447626
600000,2,2.0,2184.207862,40.8429545,-73.8249591,13.304684934198283,7.689008507244377,Bronx County,Multi-family home for sale,BRONX,MULTI_FAMILY,-0.041046496684197464,13.34573143088248
790000,6,3.0,2520.0,40.6105856,-74.1268175,13.579788224443204,7.832014180505469,Richmond County,Multi-family home for sale,STATEN_ISLAND,MULTI_FAMILY,-0.16627540534149254,13.746063629784697
539000,2,2.0,1100.0,40.6170731,-74.0383836,13.197470849891134,7.003065458786462,Brooklyn,Co-op for sale,BROOKLYN,CONDO_COOP,-0.05866137821732842,13.256132228108463
1295000,4,2.0,1995.0,40.8809873,-73.9224337,14.074021253115776,7.598399329323964,The Bronx,Co-op for sale,BRONX,CONDO_COOP,1.0173249303547944,13.056696322760981
245000,3,1.0,2184.207862,40.8690109,-73.8564445,12.409013489526863,7.689008507244377,Bronx County,House for sale,BRONX,HOUSE,-0.9873548622301591,13.396368351757022
400000,7,3.0,2385.0,40.8969146,-73.8654984,12.89921982609012,7.776954403322442,Bronx County,House for sale,BRONX,HOUSE,-0.8396747373994184,13.738894563489538
55000000,8,8.0,12000.0,40.782238,-73.9846322,17.822843743196746,9.392661928770137,New York County,House for sale,MANHATTAN,HOUSE,1.2228768081891843,16.59996693500756
280000,1,1.0,1000.0,40.6241766,-74.0216837,12.542544882151386,6.907755278982137,Brooklyn,Co-op for sale,BROOKLYN,CONDO_COOP,-0.5129458461823901,13.055490728333776
899000,3,2.0,1440.0,40.5159004,-74.2314825,13.709038313453757,7.272398392570047,Richmond County,House for sale,STATEN_ISLAND,HOUSE,0.2325851249917399,13.476453188462017
2280000,2,2.0,1400.0,40.7986579,-73.9679035,14.639686000930624,7.24422751560335,New York County,For sale,MANHATTAN,OTHER,0.532311282003544,14.10737471892708
649000,4,3.0,2184.207862,40.6813429,-73.9981509,13.383187995686226,7.689008507244377,Kings County,Coming Soon,BROOKLYN,OTHER,-0.4589730294615162,13.842161025147742
739000,6,4.0,2184.207862,40.5877991,-73.9216187,13.513053199930338,7.689008507244377,Kings County,Pending,BROOKLYN,OTHER,-0.4752068436488024,13.98826004357914
1495000,4,2.3738608579684373,3000.0,40.5247627,-74.1681035,14.217636764806924,8.006367567650246,Richmond County,House for sale,STATEN_ISLAND,HOUSE,0.2665395321656927,13.951097232641231
3950000,5,2.0,3528.0,40.6680619,-73.9748375,15.189226136877304,8.168486417126681,Kings County,House for sale,BROOKLYN,HOUSE,0.8322479385844641,14.35697819829284
325000,2,1.0,979.0,40.7897507,-73.9487257,12.691580461311874,6.88653164253051,New York,Condo for sale,MANHATTAN,CONDO_COOP,-1.0176091460687466,13.70918960738062
299999,3,1.0,2184.207862,40.7810583,-73.9808407,12.61153442029945,7.689008507244377,New York,Pending,MANHATTAN,OTHER,-1.6042729470993482,14.215807367398797
2695000,6,5.0,4720.0,40.8235127,-73.9467514,14.806908762325234,8.459564078579602,New York County,Townhouse for sale,MANHATTAN,HOUSE,-0.8207838214689946,15.627692583794229
4800000,6,2.3738608579684373,3958.0,40.6178184,-74.0151165,15.38412647587812,8.28349412616251,Kings County,Pending,BROOKLYN,OTHER,1.2932416914546607,14.090884784423459
694000,3,3.0,1360.0,40.5423126,-74.1555672,13.450227239488942,7.215239978730097,Richmond County,House for sale,STATEN_ISLAND,HOUSE,-0.13961532687207523,13.589842566361018
688888,4,2.0,2846.0,40.8726182,-73.8651768,13.442833982355689,7.953669778649798,Bronx County,House for sale,BRONX,HOUSE,-0.2510892185483744,13.693923200904063
400000,4,2.0,1980.0,40.665357,-73.8770867,12.89921982609012,7.590852123688581,Kings County,House for sale,BROOKLYN,HOUSE,-1.127199687518944,14.026419513609063
346000,5,2.0,2184.207862,40.6837891,-73.8381042,12.75419405403986,7.689008507244377,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,-0.7941977066112038,13.548391760651064
400000,4,2.0,1980.0,40.665357,-73.8770867,12.89921982609012,7.590852123688581,Kings County,House for sale,BROOKLYN,HOUSE,-1.127199687518944,14.026419513609063
346000,5,2.0,2184.207862,40.6837891,-73.8381042,12.75419405403986,7.689008507244377,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,-0.7941977066112038,13.548391760651064
265000,3,1.0,2184.207862,40.67538,-73.7472571,12.48748510496836,7.689008507244377,Queens County,House for sale,QUEENS,HOUSE,-1.1115435765572457,13.599028681525606
319000,3,2.0,1224.0,40.5604695,-74.1018925,12.672946381766982,7.109879463072272,Richmond County,House for sale,STATEN_ISLAND,HOUSE,-0.710503250325063,13.383449632092045
24800000,6,8.0,2184.207862,40.772929,-73.9635462,17.02635421113521,7.689008507244377,New York County,Townhouse for sale,MANHATTAN,HOUSE,1.4013249496245521,15.625029261510658
1100000,9,4.0,3276.0,40.8307115,-73.9424229,13.9108207377686,8.09437844497296,New York County,House for sale,MANHATTAN,HOUSE,-1.3617906323164526,15.272611370085052
309000,6,2.0,2184.207862,40.5980695,-73.7632649,12.641096555879882,7.689008507244377,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,-0.9072952047711826,13.548391760651064
650000,3,2.0,1522.0,40.723245,-73.7293286,13.38472764187182,7.327780538421631,Queens County,House for sale,QUEENS,HOUSE,-0.1536826875940296,13.538410329465849
799000,4,2.0,1975.0,40.5387812,-74.193378,13.591116224748411,7.5883236773352225,Richmond County,House for sale,STATEN_ISLAND,HOUSE,-0.06612928815947683,13.657245512907888
259000,3,2.0,1089.0,40.8246371,-73.8072061,12.464583340681674,6.9930151229329605,Bronx County,Co-op for sale,BRONX,CONDO_COOP,-0.24567405131249132,12.710257391994165
1195000,4,4.0,2704.0,40.5143019,-74.2044734,13.993656743347747,7.902487437162855,Richmond County,House for sale,STATEN_ISLAND,HOUSE,-0.13557107547284808,14.129227818820596
17500000,5,6.0,5499.0,40.7143354,-74.0087443,16.67771143889374,8.612321536507814,New York County,Condo for sale,MANHATTAN,CONDO_COOP,1.2504211836018158,15.427290255291926
189000,2,2.0,966.0,40.6109595,-74.060351,12.14950229404178,6.873163834212518,Staten Island,Condo for sale,STATEN_ISLAND,CONDO_COOP,-0.6645649870784016,12.814067281120181
759000,3,2.0,1200.0,40.7881763,-73.7877051,13.539757056377766,7.090076835776092,Queens,Condo for sale,QUEENS,CONDO_COOP,0.5712945158688676,12.968462540508899
275000,4,1.0,2184.207862,40.6366859,-73.9488175,12.524526376648708,7.689008507244377,Kings County,House for sale,BROOKLYN,HOUSE,-1.4119653767283253,13.936491753377034
499000,1,1.0,630.0,40.7702318,-73.9610161,13.120361374733656,6.4457198193855785,New York,Condo for sale,MANHATTAN,CONDO_COOP,-0.33656797367835445,13.456929348412011
1249000,3,2.3738608579684373,2184.207862,40.8822913,-73.9137305,14.037853789107714,7.689008507244377,Bronx County,House for sale,BRONX,HOUSE,0.44076571454018776,13.597088074567527
69900,2,1.0,700.0,40.8224987,-73.8111568,11.154820928221902,6.551080335043404,Bronx County,Co-op for sale,BRONX,CONDO_COOP,-1.156434555293826,12.311255483515728
1150000,12,6.0,5508.0,40.755049,-73.9136386,13.955272500339431,8.613956859848546,Queens County,Multi-family home for sale,QUEENS,MULTI_FAMILY,-0.7068289747101542,14.662101475049585
1749900,5,4.0,3740.0,40.824015,-73.9502067,14.375069201409838,8.226840890408578,New York County,Foreclosure,MANHATTAN,OTHER,-0.5868167487629599,14.961885950172798
1399000,3,4.0,1993.0,40.7566899,-73.72075,14.151268253647618,7.597396320212795,Queens,Co-op for sale,QUEENS,CONDO_COOP,0.600287549173192,13.550980704474426
649000,3,2.0,1182.0,40.7302938,-73.8059248,13.383187995686226,7.074963197966044,Queens,Condo for sale,QUEENS,CONDO_COOP,0.4233744296098205,12.959813566076406
499000,5,2.0,1760.0,40.8663864,-73.8878945,13.120361374733656,7.473069088032197,Bronx County,House for sale,BRONX,HOUSE,-0.29853187390928326,13.41889324864294
1050000,5,4.0,3132.0,40.8176549,-73.8197053,13.864300722133706,8.049427057110695,Bronx County,Multi-family home for sale,BRONX,MULTI_FAMILY,0.02011708434890558,13.8441836377848
5000000,10,9.0,6425.0,40.7832598,-73.976047,15.424948470398377,8.76795190976342,New York County,Townhouse for sale,MANHATTAN,HOUSE,-0.9636191064076414,16.388567576806018
90000,1,1.0,660.0,40.574451,-74.0929448,11.407564949312402,6.492239835020471,Richmond County,Pending,STATEN_ISLAND,OTHER,-1.0898046451627028,12.497369594475105
56000000,11,10.0,24000.0,40.7616,-73.9761913,17.840862248699423,10.085809109330082,New York County,House for sale,MANHATTAN,HOUSE,0.552034850617499,17.288827398081924
650000,3,2.3738608579684373,1638.0,40.8454501,-73.8209766,13.38472764187182,7.401231264413015,Bronx County,Townhouse for sale,BRONX,HOUSE,-0.04767618878411817,13.432403830655938
500000,4,3.0,1794.0,40.7905714,-73.9753392,13.122363377404328,7.492203042618741,New York,Condo for sale,MANHATTAN,CONDO_COOP,-1.2256275479083083,14.347990925312637
350000,2,1.0,490.0,40.5731273,-74.089182,12.765688433465597,6.194405391104672,Richmond County,House for sale,STATEN_ISLAND,HOUSE,0.05222968102135539,12.713458752444241
1099000,4,2.0,2184.207862,40.5595612,-73.9147409,13.909911233385758,7.689008507244377,Queens County,House for sale,QUEENS,HOUSE,0.1647835334287553,13.745127699957003
90000,1,1.0,450.0,40.8423705,-73.9234444,11.407564949312402,6.1092475827643655,The Bronx,Co-op for sale,BRONX,CONDO_COOP,-0.6508460353522167,12.058410984664619
839000,4,2.0,2184.207862,40.6590909,-73.8451972,13.639965985449344,7.689008507244377,Queens County,House for sale,QUEENS,HOUSE,-0.1051617145076591,13.745127699957003
659000,8,3.0,2184.207862,40.688533,-73.796529,13.398478813484644,7.689008507244377,Queens County,House for sale,QUEENS,HOUSE,-0.4927479049037551,13.891226718388399
659000,8,3.0,2184.207862,40.688533,-73.796529,13.398478813484644,7.689008507244377,Queens County,House for sale,QUEENS,HOUSE,-0.4927479049037551,13.891226718388399
399999,3,1.0,2184.207862,40.5950021,-73.7577376,12.899217326086994,7.689008507244377,Queens County,House for sale,QUEENS,HOUSE,-0.6998113554386123,13.599028681525606
250000,3,1.0,2184.207862,40.5997081,-73.9344974,12.429216196844385,7.689008507244377,Brooklyn,Condo for sale,BROOKLYN,CONDO_COOP,-1.0733567814060425,13.502572978250427
1740000,2,2.0,1132.0,40.7986579,-73.9679035,14.369395671190713,7.0317412587631285,New York County,For sale,MANHATTAN,OTHER,0.3836189570434687,13.985776714147244
650000,4,2.0,2244.0,40.6968706,-73.7390395,13.38472764187182,7.716015266642587,Queens County,House for sale,QUEENS,HOUSE,-0.3758550249485726,13.760582666820392
